UniqueID,school,team,controller,observer1,observer2,block,level,relative_start_time,relative_end_time,60_sec_start_time,60_sec_end_time,level_duration,gold_trophy,silver_trophy,won,face_area,motion,positive_valence,negative_valence,expressiveness,Analytic,Clout,Authentic,Tone,gaze_raw_binary_validity,gaze_raw_dispersion,gaze_fixation_count,gaze_fixation_mean_duration,gaze_saccade_mean_amplitude,gaze_mean_partners_distance,PP_motion,Loudness_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,F1frequency_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3amplitudeLogRelF0_sma3nz,verbosity,interturn_duration,overlap_fraction,duration_on_level,visit_num,pred_won
CPS2-ASU-T80-Warmup-40.9225,ASU,CPS2-ASU-T80,CPS2-ASU-T80-PA,CPS2-ASU-T80-PD,CPS2-ASU-T80-PC,Warmup,Can Opener,40.9225,272.7924,203,262,231.8699,1,0,1,-0.443298081,-0.022685579,0.440254221,0.498664695,0.134459695,13.83927778,10.89444444,12.59288889,9.042888889,0.83595,106.7837944,2.743933514,297.6780022,107.0859243,306.3120222,0.001861608,2.187295112,1.8232849,1.931248279,1.705464347,1.37275448,-0.999679933,1.786733153,-0.877088329,1.794708783,-0.467679687,1.805448885,117,1.631428571,0.347826087,163,0,0.653563292
CPS2-ASU-T80-Warmup-509.6865,ASU,CPS2-ASU-T80,CPS2-ASU-T80-PA,CPS2-ASU-T80-PD,CPS2-ASU-T80-PC,Warmup,Double Hoppy,509.6865,899.996,840,899,390.3095,0,0,0,0.165662256,0.0853222,-0.373411794,-0.295121107,-0.131320197,17.05461111,13.30405556,9.073166667,7.702333333,0.637183246,143.4430587,3.222884292,261.8987107,192.1293738,360.1840416,0.003818641,0.949394517,0.939462026,0.887274208,0.933014532,0.839028425,-0.1229982,0.922585628,0.083042623,0.916354342,0.271452246,0.932632102,116,1.731875,0.32,331,0,0.766710037
CPS2-ASU-T83-ExpBlock1-22.9045,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PB,CPS2-ASU-T83-PA,CPS2-ASU-T83-PC,ExpBlock1,Cloudy Day,22.9045,393.5942,324,383,370.6897,0,0,0,0.042050128,0.114959357,0.091106781,0.117221442,0.02786171,10.61927778,13.88333333,9.168277778,9.043333333,0.780305556,138.7698037,3.483302776,249.2983847,180.542796,314.9241951,0.039031279,1.206670984,1.06543064,1.324829615,1.268004554,0.550773199,-0.728596474,1.128253835,-0.60234261,1.130915369,-0.327453867,1.141809396,121,1.912142857,0.285714286,302,0,0.495644854
CPS2-ASU-T83-ExpBlock1-393.5942,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PB,CPS2-ASU-T83-PA,CPS2-ASU-T83-PC,ExpBlock1,Trunk Slide,393.5942,738.1254,669,728,344.5312,0,1,1,0.162965099,0.069557391,0.404483747,0.470806805,0.378696545,10.63061111,11.10555556,9.86,5.715111111,0.808838889,87.36513979,2.775091446,353.9303835,131.145716,217.7705744,0.00568302,1.172685835,1.476842405,0.802800729,1.031381323,1.546006813,-0.610736344,1.402112546,-0.58283353,1.419072,0.015596567,1.392377861,78,3.203,0.388888889,276,0,0.582634353
CPS2-ASU-T83-ExpBlock1-763.4354,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PB,CPS2-ASU-T83-PA,CPS2-ASU-T83-PC,ExpBlock1,Top spin,763.4354,900.009,840,899,136.5736,0,0,0,-0.238052374,-0.103546996,0.152694497,0.316175045,0.242339901,21.03683333,20.82222222,14.78027778,13.16138889,0.863912301,115.25282,2.874764337,336.2046189,151.5258716,405.3296309,0.006337647,0.81625095,0.786771569,0.419590215,0.739657112,0.596641786,-0.477936466,0.741249511,-0.322589569,0.746758619,-0.152544584,0.76087175,163,2.05,0.448275862,77,0,0.563129681
CPS2-ASU-T83-ExpBlock2-265.5606,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PC,CPS2-ASU-T83-PA,CPS2-ASU-T83-PB,ExpBlock2,Timing is Everything,265.5606,518.0989,449,508,252.5383,0,1,1,0.249234955,-0.241819531,-0.044900401,0.149537736,-0.296284281,11.53544444,11.66494444,10.40372222,7.7835,0.647572222,112.9029927,2.867299618,333.7318356,168.0179611,317.4439577,0.004704827,1.151674398,1.196303805,1.419513373,1.178809283,0.933209957,-0.469092776,1.230664646,-0.527054198,1.232612181,-0.077272302,1.226761757,96,2.578461538,0.3,184,0,0.659763242
CPS2-ASU-T83-ExpBlock2-526.9487,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PC,CPS2-ASU-T83-PA,CPS2-ASU-T83-PB,ExpBlock2,Fe2,526.9487,600.3798,531,590,73.4311,0,0,0,-0.159448124,0.07711199,-0.345372321,0.257681993,-0.002156591,18.80155556,20.57394444,22.10255556,12.502,0.610316667,156.3956017,3.084923075,294.8628851,196.2928638,303.7129977,0.000796279,1.605712205,1.65583681,1.158819184,1.563091664,1.446727492,-0.809818165,1.674855926,-0.604827082,1.672031638,-0.248046202,1.684239642,235,1.390714286,0.423076923,5,0,0.51401651
CPS2-ASU-T83-ExpBlock2-640.7824,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PC,CPS2-ASU-T83-PA,CPS2-ASU-T83-PB,ExpBlock2,One at a time,640.7824,847.3048,778,837,206.5224,0,1,1,0.322283824,-0.130163513,0.038731791,-0.227431451,0.062349964,14.76416667,11.70727778,12.31216667,7.548055556,0.702472222,125.2512599,2.745582143,355.7577418,166.0286719,251.2261084,0.005243065,0.616232941,0.78140074,0.774106105,0.832088422,0.618252048,-0.433797098,0.79320226,-0.192502109,0.785642677,0.216061623,0.789272596,130,3.125555556,0.5,138,0,0.394367693
CPS2-ASU-T83-Warmup-134.6754,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PA,CPS2-ASU-T83-PB,CPS2-ASU-T83-PC,Warmup,Spider Web,134.6754,279.8639,210,269,145.1885,0,0,0,0.354146957,0.272785125,0.072294697,0.013391105,0.152161786,5.248722222,5.298277778,5.263222222,3.974444444,0.8641,239.4688997,3.766997044,230.2238445,265.9281857,522.5805197,0.032309115,1.281094542,1.312109259,0.770806733,1.122338189,0.745426184,-0.45947343,1.041208148,-0.388651007,1.112613457,-0.23285156,1.126126283,55,4.76875,0.181818182,76,0,0.457310132
CPS2-ASU-T83-Warmup-279.8639,ASU,CPS2-ASU-T83,CPS2-ASU-T83-PA,CPS2-ASU-T83-PB,CPS2-ASU-T83-PC,Warmup,Can Opener,279.8639,900.021,840,899,620.1571,0,0,0,0.009331156,0.060497927,0.193005101,0.357451198,0.287346345,12.46138889,9.733333333,5.364166667,8.545833333,0.737869525,84.3870367,2.777924094,364.3196352,103.9118535,347.2695391,0.001506788,0.848576368,0.85076385,0.069971643,0.439992157,0.806472268,-0.308979688,0.686526286,-0.264711733,0.713604893,0.341727462,0.702500247,75,2.484166667,0.277777778,561,1,0.499718988
CPS2-ASU-T84-ExpBlock1-32.537,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PB,CPS2-ASU-T84-PA,CPS2-ASU-T84-PC,ExpBlock1,Top spin,32.537,374.4675,305,364,341.9305,0,1,1,0.44495121,-0.191277783,-0.36662988,-0.27080473,-0.308320954,9.791666667,11.08333333,5.240277778,5.411666667,0.850488889,105.1456326,2.967989316,363.8616832,133.4304239,272.8424398,0.002972401,0.399716192,0.400152888,0.267718616,0.41565434,0.328003886,-0.096918276,0.427161769,0.155142197,0.422588379,0.097920677,0.42356414,84,1.471428571,0.555555556,273,0,0.469918443
CPS2-ASU-T84-ExpBlock1-382.7958,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PB,CPS2-ASU-T84-PA,CPS2-ASU-T84-PC,ExpBlock1,Trunk Slide,382.7958,539.8901,470,529,157.0943,0,1,1,-0.163111633,-0.270485293,0.111202907,0.083163058,0.055180043,23.13761111,17.48272222,12.34111111,12.82372222,0.953633333,104.6259632,2.754784632,385.4381065,131.0672866,245.3938694,0.003528489,0.368196638,0.376073517,0.43382686,0.418700065,0.292338986,0.082072352,0.39517426,0.181004065,0.391606607,0.301284973,0.388336244,180,2.043636364,0.6,88,0,0.562039038
CPS2-ASU-T84-ExpBlock1-546.4505,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PB,CPS2-ASU-T84-PA,CPS2-ASU-T84-PC,ExpBlock1,Caterpillar,546.4505,657.3717,588,647,110.9212,0,0,0,-0.467594691,-0.101933409,0.129464958,0.290311734,0.09101576,17.88811111,14.74061111,9.7855,9.220277778,0.935016667,125.3388487,2.932180736,342.5662956,156.1923601,286.3093397,0.005472208,0.554730152,0.490463015,0.279606821,0.313654393,0.592360274,0.059432519,0.472245072,0.202473897,0.467660617,0.379706652,0.457606281,126,2.501538462,0.481481481,42,0,0.333312339
CPS2-ASU-T84-ExpBlock1-657.3717,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PB,CPS2-ASU-T84-PA,CPS2-ASU-T84-PC,ExpBlock1,Think Ahead,657.3717,800.3932,731,790,143.0215,0,1,1,-0.104407384,-0.501181106,0.106514168,0.164489008,0.328105857,8.716555556,8.305555556,1.867444444,4.925277778,0.969961111,119.8053917,2.853252109,386.2995532,150.1288225,300.5465837,0.002848806,0.133079527,0.193827854,0.310041143,0.256741007,-0.110492644,-0.178096201,0.176951369,-0.019253572,0.178195615,0.008734782,0.175079786,53,5.148571429,0.5,74,0,0.682551281
CPS2-ASU-T84-ExpBlock1-808.8721,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PB,CPS2-ASU-T84-PA,CPS2-ASU-T84-PC,ExpBlock1,Dolphin Show,808.8721,900.007,840,899,91.1349,0,0,0,-0.079077576,-0.197552113,0.338227182,0.128856265,0.082564245,22.18722222,18.84072222,13.77066667,10.92672222,0.909762266,153.2843688,2.946082741,352.6014491,193.4897698,350.8582906,0.002960922,0.572891261,0.502495133,0.580201038,0.594625011,0.007261518,0.261268967,0.477677044,0.309631485,0.490291929,0.439024946,0.4891435,170,2.034375,0.392857143,32,0,0.375641437
CPS2-ASU-T84-ExpBlock2-10.2668,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PC,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,ExpBlock2,Scale,10.2668,86.1822,17,76,75.9154,0,1,1,0.162199069,-0.451576975,-0.240607132,-0.169062126,0.008662548,12.19577778,9.702111111,4.998722222,4.311222222,0.812627778,115.4756212,2.859945865,378.3447656,146.4985259,325.6366351,0.014673601,0.272669353,0.421299073,0.474017022,0.587334278,0.097594257,-0.41730939,0.52333135,-0.345138732,0.51668842,-0.185459019,0.515687038,78,4.257777778,0.375,7,0,0.74565688
CPS2-ASU-T84-ExpBlock2-124.0966,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PC,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,ExpBlock2,Timing is Everything,124.0966,332.0089,263,322,207.9123,0,1,1,0.214941994,0.070807963,0.136775125,0.230213716,-0.030891721,16.77872222,15.01283333,8.191888889,8.406611111,0.5846,120.4244102,3.172627718,329.4468795,142.9533889,373.6756883,0.0098797,0.483475749,0.428432744,0.595690843,0.543110955,0.307989435,-0.262535891,0.483664665,-0.100140559,0.487593802,-0.004604288,0.478999492,123,1.813076923,0.517241379,139,0,0.602794681
CPS2-ASU-T84-ExpBlock2-343.8169,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PC,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,ExpBlock2,Fe2,343.8169,420.642,351,410,76.8251,0,1,1,-0.043742531,-0.166390801,-0.068982647,-0.341523337,-0.125244037,23.0795,17.031,13.25377778,10.53744444,0.522527778,141.8639456,3.112376381,313.6444377,172.3305352,373.6756883,0.008859826,0.751107934,0.638884924,0.604360289,0.596157427,0.36516222,-0.170488321,0.607390286,-0.002464809,0.60711809,0.112394645,0.613662287,169,2.626153846,0.5625,8,0,0.467467705
CPS2-ASU-T84-ExpBlock2-546.016,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PC,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,ExpBlock2,Smiley Mouth,546.016,706.3753,637,696,160.3593,1,0,1,0.030941875,-0.188676781,-0.150630837,0.099951025,0.293753391,14.47472222,10.29555556,8.394611111,8.596722222,0.615411111,107.6997075,3.15089751,329.9805103,120.0006149,376.4801077,0.037919524,0.575081627,0.403923533,0.374798345,0.531108819,0.186375348,0.118274396,0.483154014,0.027611164,0.493315035,0.099036721,0.492509558,111,3.478181818,0.428571429,91,0,0.520600503
CPS2-ASU-T84-ExpBlock2-720.8956,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PC,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,ExpBlock2,Timing is Everything,720.8956,900.008,840,899,179.1124,0,0,0,0.026143208,0.07341367,0.186437997,0.133460659,0.036242477,18.76494444,18.11383333,15.25533333,11.637,0.639912757,128.079021,3.191360154,314.0116601,155.2050148,371.7246402,0.027626839,0.877512319,0.568053804,0.424398003,0.548314526,0.44923012,-0.071580771,0.571111252,0.027424987,0.574954533,0.136303734,0.583544547,170,2.265,0.5,120,1,0.505359972
CPS2-ASU-T84-Warmup-17.8285,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,CPS2-ASU-T84-PC,Warmup,Can Opener,17.8285,211.9283,142,201,194.0998,0,1,1,-0.323066483,-0.303162564,-0.029518445,0.347662674,0.001211665,9.037888889,7.522222222,7.744,5.377444444,0.962977778,114.2280482,2.80255729,346.8173658,163.0858223,269.9283292,0.028287471,0.806869013,1.099581917,0.785727479,0.92643877,0.783578805,-0.790155535,1.130176125,-0.815864895,1.131283309,-0.541654448,1.110212497,87,4.278888889,0.285714286,125,0,0.592743985
CPS2-ASU-T84-Warmup-251.1933,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,CPS2-ASU-T84-PC,Warmup,Can Opener,251.1933,329.137,260,319,77.9437,0,0,0,0.133422096,0.168188048,0.095537835,-0.010875051,0.270426949,14.11766667,11.90938889,7.295333333,4.889888889,0.874394444,241.9290469,3.414080647,253.8578137,273.4955484,616.0060403,0.032775504,1.316276227,1.496053584,1.405356328,1.717428966,1.135884446,-0.336675428,1.575793169,-0.328032482,1.562365473,-0.249750503,1.571326819,98,3.497,0.214285714,9,1,0.458821168
CPS2-ASU-T84-Warmup-329.13699999999994,ASU,CPS2-ASU-T84,CPS2-ASU-T84-PA,CPS2-ASU-T84-PB,CPS2-ASU-T84-PC,Warmup,Yippie!,329.137,899.999,840,899,570.862,0,0,0,-0.24231682,0.277227112,0.023013271,0.109516583,0.13877059,25.94238889,21.37222222,16.19877778,12.76011111,0.874610455,128.2573212,2.683911956,371.2944796,151.0521382,370.8664699,0.004978214,0.84358458,0.610505247,0.54467756,0.620443423,0.476085848,-0.154301502,0.592575709,-0.045467326,0.605050332,0.141738396,0.611050959,191,2.19,0.586206897,511,0,0.609162674
CPS2-ASU-T86-ExpBlock1-254.0,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PB,CPS2-ASU-T86-PD,CPS2-ASU-T86-PC,ExpBlock1,Fe2,254,653,584,643,399,0,1,1,-0.148373483,0.044956952,-0.292488705,-0.131881526,0.306839459,30.99005556,25.07011111,27.67688889,15.932,0.938583333,122.9050775,3.252473545,276.7349507,167.584304,251.191586,0.005672213,0.698373057,0.595859297,0.506552895,0.583843917,0.471247417,-0.205608048,0.598041441,-0.022672781,0.601953974,0.098410201,0.601788285,244,1.154666667,0.58974359,330,0,0.622
CPS2-ASU-T86-ExpBlock1-658.0,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PB,CPS2-ASU-T86-PD,CPS2-ASU-T86-PC,ExpBlock1,Green Apple,658,880,811,870,222,0,1,1,0.825654694,-0.155991221,0.170575944,-0.109990134,-0.331929098,21.02066667,14.20555556,13.18727778,10.06261111,0.950844444,35.27544254,2.328355542,474.9521574,69.92252806,149.6073073,0.004092732,0.497289388,0.549023772,0.506102614,0.425601215,0.358735494,-0.246102817,0.516356464,-0.183455904,0.516245207,0.020347991,0.507063835,144,1.82875,0.484848485,153,0,0.78
CPS2-ASU-T86-ExpBlock1-9.0,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PB,CPS2-ASU-T86-PD,CPS2-ASU-T86-PC,ExpBlock1,Scale,9,189,120,179,180,0,1,1,-0.014424867,-0.183524613,-0.211640501,-0.24683672,-0.270259563,20.81022222,14.50061111,16.48783333,10.5955,0.986638889,79.65033829,2.785465204,382.3448212,114.0250441,212.8489301,0.008833902,0.468124806,0.495927771,0.562397021,0.653433665,0.03835061,-0.13948366,0.528505007,-0.065404954,0.541122599,-0.022100885,0.540503408,140,1.862857143,0.444444444,111,0,0.6372
CPS2-ASU-T86-ExpBlock2-13.0,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PC,CPS2-ASU-T86-PD,CPS2-ASU-T86-PB,ExpBlock2,Top spin,13,674,605,664,661,0,1,1,0.378746181,0.081911319,0.333001711,0.168114493,0.1086549,22.40905556,21.22405556,23.27705556,14.0375,0.973611111,70.3195985,2.731016883,391.0048187,106.1606304,177.9418356,0.004891563,0.749924104,0.803620884,0.613604238,0.823475897,0.839974578,-0.161975594,0.815563218,-0.022916042,0.802929187,0.026147818,0.810755915,230,1.227333333,0.529411765,592,0,0.516
CPS2-ASU-T86-ExpBlock2-684.0,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PC,CPS2-ASU-T86-PD,CPS2-ASU-T86-PB,ExpBlock2,Trunk Slide,684,900.001,840,899,216.001,0,0,0,0.59158309,0.192172747,0.074998946,0.067468452,0.364031497,28.05844444,25.58505556,23.77872222,15.90377778,0.955288963,164.0141331,3.184923817,287.8636769,222.6830044,344.449985,0.008003267,1.161096898,0.986727429,0.978826549,0.981706339,0.608992772,-0.127251514,0.925923519,0.063540497,0.924085883,0.191410637,0.940713456,242,1.244666667,0.542857143,156,0,0.72429408
CPS2-ASU-T86-Warmup-233.7122,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PD,CPS2-ASU-T86-PB,CPS2-ASU-T86-PC,Warmup,Can Opener,233.7122,314,245,304,80.2878,0,1,1,-0.001301893,-0.054620706,-0.436749844,-0.366573808,-0.15829023,3.153222222,4.183333333,4.694666667,2.983833333,0.854055556,105.9753653,2.947573557,309.7023249,112.7330257,253.6580975,0.004160576,0.916889757,0.714170679,0.811871903,0.855071667,0.160385533,0.012787454,0.77790227,0.300104432,0.787151521,0.30775146,0.785999138,48,2.73,0.166666667,12,1,0.256
CPS2-ASU-T86-Warmup-26.1068,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PD,CPS2-ASU-T86-PB,CPS2-ASU-T86-PC,Warmup,Can Opener,26.1068,223.2091,154,213,197.1023,0,1,1,-0.515688074,-0.215550532,0.255234978,0.255303163,0.480960326,12.716,12.51494444,7.878222222,9.857,0.955444444,59.78514271,3.263943869,291.4876688,66.18970541,152.2955446,0.003146648,1.300956769,1.20562246,0.933038527,1.165562421,0.877871949,-0.46799777,1.188018581,-0.420722527,1.194842392,-0.274747833,1.198721378,92,1.780625,0.37037037,128,0,0.706
CPS2-ASU-T86-Warmup-342.2277,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PD,CPS2-ASU-T86-PB,CPS2-ASU-T86-PC,Warmup,Yippie!,342.2277,506.1869,437,496,163.9592,0,1,1,-0.1563062,-0.150208042,-0.189914358,-0.109603925,0.067400455,8.237888889,7.5,6.672333333,5.899666667,0.957855556,48.9815217,2.875037188,375.4098394,65.28264269,192.6925955,0.005235233,0.543626545,0.393832112,0.418246085,0.323909361,0.189916609,0.164188434,0.410901457,0.426836696,0.409485336,0.458845951,0.40094727,51,3.344166667,0.235294118,95,0,0.646333333
CPS2-ASU-T86-Warmup-545.6746,ASU,CPS2-ASU-T86,CPS2-ASU-T86-PD,CPS2-ASU-T86-PB,CPS2-ASU-T86-PC,Warmup,Double Hoppy,545.6746,809.5435,740,799,263.8689,0,1,1,1.107011524,-0.117644186,0.011347197,-0.384471918,-0.261560213,6.074888889,5.844444444,3.074388889,4.920166667,0.845205556,79.17977798,3.150445387,328.8773066,92.72759765,284.2879343,0.009196135,0.677036799,0.935043568,0.642122399,0.964422387,0.611985566,-0.437932693,0.870570322,-0.432347288,0.869684793,-0.152523058,0.855632392,55,5.087777778,0.166666667,195,0,0.669963253
CPS2-ASU-T87-ExpBlock1-10.9311,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PD,CPS2-ASU-T87-PA,CPS2-ASU-T87-PC,ExpBlock1,Top spin,10.9311,249.0286,180,239,238.0975,0,0,0,-0.097675047,-0.052676856,-0.095009237,-0.208746296,0.066629822,9.597722222,8.342333333,6.812888889,6.048388889,0.851072222,136.1354698,2.825830181,341.1269705,164.609792,571.9446493,0.01250652,1.050350228,1.295132522,0.862826632,1.09926992,0.90167402,-0.377067506,1.251334104,-0.219203646,1.262071322,-0.052638549,1.276025187,77,3.764,0.3125,170,0,0.371399677
CPS2-ASU-T87-ExpBlock1-249.0286,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PD,CPS2-ASU-T87-PA,CPS2-ASU-T87-PC,ExpBlock1,Trunk Slide,249.0286,477.3815,408,467,228.3529,0,1,1,0.295130388,0.127565075,0.411757937,0.359960328,0.446938168,14.25183333,14.66777778,11.00461111,7.267277778,0.730227778,82.7967434,2.761844451,350.6839686,108.6595949,406.5453921,0.003343579,1.302356669,1.50595999,0.922170595,1.185557163,1.335815503,-0.525911347,1.518846224,-0.352233394,1.5307459,-0.133978636,1.532534579,116,1.924666667,0.238095238,159,0,0.613478923
CPS2-ASU-T87-ExpBlock1-490.2441,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PD,CPS2-ASU-T87-PA,CPS2-ASU-T87-PC,ExpBlock1,Think Ahead,490.2441,900.008,840,899,409.7639,0,0,0,-0.206321681,-0.207457668,-0.077409092,-0.169918573,-0.034192741,13.20233333,11.17283333,11.831,11.18644444,0.916151497,100.5822208,3.047432101,301.7089995,143.0557173,436.2263532,0.010303894,1.348172597,1.397828112,0.715491427,1.071659125,1.166820723,-0.779064756,1.322833551,-0.562474859,1.315337971,-0.311411271,1.332230104,131,3.673333333,0.285714286,350,0,0.511073298
CPS2-ASU-T87-ExpBlock2-453.0712,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PC,CPS2-ASU-T87-PA,CPS2-ASU-T87-PD,ExpBlock2,Green Apple,453.0712,591.1341,522,581,138.0629,0,1,1,0.288151224,-0.17619276,-0.40697132,-0.191686841,-0.461131992,15.886,12.76111111,9.037944444,6.688611111,0.865505556,113.5983212,2.745187178,367.1177969,150.1037337,539.6171849,0.007868133,0.986472602,0.959014645,0.771193455,0.879838696,0.795793033,-0.354506544,0.926416722,-0.230150455,0.934176835,-0.123811935,0.932983953,101,1.442,0.3125,69,0,0.765424644
CPS2-ASU-T87-ExpBlock2-603.5832,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PC,CPS2-ASU-T87-PA,CPS2-ASU-T87-PD,ExpBlock2,Smiley Mouth,603.5832,674.493,605,664,70.9098,0,1,1,0.059977235,-0.073496144,-0.242522207,-0.237216633,-0.45408475,13.34466667,11.39444444,8.629888889,6.413833333,0.572411111,115.2568054,2.680148893,348.4167491,162.5964952,579.822587,0.006120035,1.242818147,1.011722977,0.543145506,0.744604907,0.58425191,-0.313283328,0.979963181,-0.270743157,1.009776527,-0.077433024,1.025014737,97,3.153333333,0.315789474,2,0,0.596752158
CPS2-ASU-T87-ExpBlock2-64.7616,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PC,CPS2-ASU-T87-PA,CPS2-ASU-T87-PD,ExpBlock2,Fe2,64.7616,421.1127,352,411,356.3511,0,1,1,-0.25871609,0.340983815,0.374735077,0.493648722,1.021399365,19.82538889,17.52494444,12.58511111,11.46561111,0.679683333,89.3054207,2.716362417,345.0951355,115.6478038,592.1044111,0.005666799,1.776724473,1.529975526,1.020727615,1.250090974,1.081440377,-0.852582608,1.503164828,-0.711718222,1.518687307,-0.504062289,1.520121043,160,2.171818182,0.555555556,288,0,0.436768882
CPS2-ASU-T87-ExpBlock2-687.2636,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PC,CPS2-ASU-T87-PA,CPS2-ASU-T87-PD,ExpBlock2,Timing is Everything,687.2636,899.932,840,899,212.6684,0,0,0,0.245543377,-0.223786333,-0.086344495,-0.045935365,-0.182543683,8.034888889,9.157277778,7.300222222,5.240277778,0.550394284,89.48258815,2.593122043,389.2111993,118.1556494,592.9119225,0.009434096,1.226456679,1.271536634,0.861085972,1.304454662,1.11388662,-0.774938051,1.373260719,-0.710446907,1.383496428,-0.583217877,1.388257168,78,4.94,0.25,153,0,0.489976406
CPS2-ASU-T87-Warmup-210.467,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PA,CPS2-ASU-T87-PD,CPS2-ASU-T87-PC,Warmup,Yippie!,210.467,748.0751,679,738,537.6081,0,0,0,-0.342331164,-0.130056641,0.230714543,0.167451196,0.040636241,9.840333333,8.9,9.764055556,4.855666667,0.871016667,125.7292242,2.858689235,324.0812181,164.5438616,664.5932449,0.047053571,1.307424644,1.593963343,1.222916948,1.314276818,1.560043519,-1.044270892,1.493492782,-0.951266023,1.502360548,-0.707310265,1.478512821,90,3.22625,0.181818182,469,0,0.561087853
CPS2-ASU-T87-Warmup-66.5006,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PA,CPS2-ASU-T87-PD,CPS2-ASU-T87-PC,Warmup,Can Opener,66.5006,210.467,141,200,143.9664,0,0,0,0.407019285,0.109292396,-0.283382307,-0.117507875,-0.00637896,6.281611111,6.411111111,6.947444444,3.727888889,0.798644444,167.8192571,3.118377437,277.2513627,207.9115065,714.4130085,0.023188298,0.657655731,0.771903026,0.781203799,0.808145627,0.388161067,-0.247943757,0.803356256,-0.15030449,0.806741759,0.006138166,0.791090999,64,4.41875,0.25,75,0,0.276561568
CPS2-ASU-T87-Warmup-748.0751,ASU,CPS2-ASU-T87,CPS2-ASU-T87-PA,CPS2-ASU-T87-PD,CPS2-ASU-T87-PC,Warmup,Spider Web,748.0751,900.021,840,899,151.9459,0,0,0,-0.336392148,-0.385824926,-0.600580083,-0.102060993,-0.263320866,15.48388889,14.48738889,12.07055556,10.2925,0.660177296,70.01754048,2.591969584,391.7746034,89.98508155,613.025221,0.000873617,0.680465894,0.808184378,0.675058032,0.804267659,0.598679764,-0.303275995,0.824375596,-0.224811045,0.828246872,-0.013709718,0.829217027,137,1.711666667,0.35,92,0,0.36617356
CPS2-ASU-T89-ExpBlock1-107.1775,ASU,CPS2-ASU-T89,CPS2-ASU-T89-PB,CPS2-ASU-T89-PA,CPS2-ASU-T89-PC,ExpBlock1,Timing is Everything,107.1775,599.1559,530,589,491.9784,0,1,1,0.140658662,0.133575532,-0.140151464,-0.232021144,-0.197981862,33.22277778,31.6805,24.90683333,19.94783333,0.596272222,111.3782955,2.683875201,382.7128395,166.4873901,274.8367251,0.005808126,0.381221693,0.067276781,-0.077783435,-0.027084669,-0.004987856,-0.131392116,0.036681921,0.13123111,0.051561691,0.152570137,0.07085775,275,1.1225,0.709677419,423,0,0.798769231
