ParticipantBlock,pid,Analyze,GROUPID_block,GROUPID,schoolID,teamID,School,Team,Block,TeamBlock,Role,FullPath_gaze,FullPath_fixations,FullPath_partners-M,FullPath_partners-C,FullPath_PP-C,FullPath_PP-M,FullPath_225ms-time-series-RAW,225ms-time-series-RAW,FullPath_225ms-time-series-FIXATIONS,225ms-time-series-FIXATIONS
CPS2-ASU-T76-PB-Transfer,CPS2-ASU-T76-PB,yes,1076Transfer,1076,10,76,ASU,T76,Transfer,T76Transfer,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T76-PB-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T76-PB-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T76-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T76-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1076-Transfer-CPS2-ASU-T76-PB-225ms-RAW.csv,1076-Transfer-CPS2-ASU-T76-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1076-Transfer-CPS2-ASU-T76-PB-225ms-FIXATIONS.csv,1076-Transfer-CPS2-ASU-T76-PB-225ms-FIXATIONS.csv
CPS2-CU-T49-PC-ExpBlock2,CPS2-CU-T49-PC,yes,2049ExpBlock2,2049,20,49,CU,T49,ExpBlock2,T49ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T49-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T49-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2049-ExpBlock2-CPS2-CU-T49-PC-225ms-RAW.csv,2049-ExpBlock2-CPS2-CU-T49-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2049-ExpBlock2-CPS2-CU-T49-PC-225ms-FIXATIONS.csv,2049-ExpBlock2-CPS2-CU-T49-PC-225ms-FIXATIONS.csv
CPS2-CU-T31-PA-Transfer,CPS2-CU-T31-PA,yes,2031Transfer,2031,20,31,CU,T31,Transfer,T31Transfer,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T31-PA-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T31-PA-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T31-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T31-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2031-Transfer-CPS2-CU-T31-PA-225ms-RAW.csv,2031-Transfer-CPS2-CU-T31-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2031-Transfer-CPS2-CU-T31-PA-225ms-FIXATIONS.csv,2031-Transfer-CPS2-CU-T31-PA-225ms-FIXATIONS.csv
CPS2-CU-T49-PB-Transfer,CPS2-CU-T49-PB,yes,2049Transfer,2049,20,49,CU,T49,Transfer,T49Transfer,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T49-PB-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T49-PB-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T49-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2049-Transfer-CPS2-CU-T49-PB-225ms-RAW.csv,2049-Transfer-CPS2-CU-T49-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2049-Transfer-CPS2-CU-T49-PB-225ms-FIXATIONS.csv,2049-Transfer-CPS2-CU-T49-PB-225ms-FIXATIONS.csv
CPS2-ASU-T73-PC-Transfer,CPS2-ASU-T73-PC,yes,1073Transfer,1073,10,73,ASU,T73,Transfer,T73Transfer,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T73-PC-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T73-PC-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T73-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T73-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1073-Transfer-CPS2-ASU-T73-PC-225ms-RAW.csv,1073-Transfer-CPS2-ASU-T73-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1073-Transfer-CPS2-ASU-T73-PC-225ms-FIXATIONS.csv,1073-Transfer-CPS2-ASU-T73-PC-225ms-FIXATIONS.csv
CPS2-ASU-T68-PB-ExpBlock2,CPS2-ASU-T68-PB,yes,1068ExpBlock2,1068,10,68,ASU,T68,ExpBlock2,T68ExpBlock2,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T68-PB-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T68-PB-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T68-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1068-ExpBlock2-CPS2-ASU-T68-PB-225ms-RAW.csv,1068-ExpBlock2-CPS2-ASU-T68-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1068-ExpBlock2-CPS2-ASU-T68-PB-225ms-FIXATIONS.csv,1068-ExpBlock2-CPS2-ASU-T68-PB-225ms-FIXATIONS.csv
CPS2-CU-T45-PB-Warmup,CPS2-CU-T45-PB,yes,2045Warmup,2045,20,45,CU,T45,Warmup,T45Warmup,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T45-PB-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T45-PB-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2045-Warmup-CPS2-CU-T45-PB-225ms-RAW.csv,2045-Warmup-CPS2-CU-T45-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2045-Warmup-CPS2-CU-T45-PB-225ms-FIXATIONS.csv,2045-Warmup-CPS2-CU-T45-PB-225ms-FIXATIONS.csv
CPS2-ASU-T20-PD-ExpBlock1,CPS2-ASU-T20-PD,yes,1020ExpBlock1,1020,10,20,ASU,T20,ExpBlock1,T20ExpBlock1,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T20-PD-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T20-PD-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T20-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1020-ExpBlock1-CPS2-ASU-T20-PD-225ms-RAW.csv,1020-ExpBlock1-CPS2-ASU-T20-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1020-ExpBlock1-CPS2-ASU-T20-PD-225ms-FIXATIONS.csv,1020-ExpBlock1-CPS2-ASU-T20-PD-225ms-FIXATIONS.csv
CPS2-ASU-T15-PC-Warmup,CPS2-ASU-T15-PC,yes,1015Warmup,1015,10,15,ASU,T15,Warmup,T15Warmup,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T15-PC-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T15-PC-Warmup-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1015-Warmup-CPS2-ASU-T15-PC-225ms-RAW.csv,1015-Warmup-CPS2-ASU-T15-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1015-Warmup-CPS2-ASU-T15-PC-225ms-FIXATIONS.csv,1015-Warmup-CPS2-ASU-T15-PC-225ms-FIXATIONS.csv
CPS2-CU-T61-PC-ExpBlock1,CPS2-CU-T61-PC,yes,2061ExpBlock1,2061,20,61,CU,T61,ExpBlock1,T61ExpBlock1,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T61-PC-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T61-PC-ExpBlock1-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2061-ExpBlock1-CPS2-CU-T61-PC-225ms-RAW.csv,2061-ExpBlock1-CPS2-CU-T61-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2061-ExpBlock1-CPS2-CU-T61-PC-225ms-FIXATIONS.csv,2061-ExpBlock1-CPS2-CU-T61-PC-225ms-FIXATIONS.csv
CPS2-CU-T46-PA-Transfer,CPS2-CU-T46-PA,yes,2046Transfer,2046,20,46,CU,T46,Transfer,T46Transfer,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T46-PA-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T46-PA-Transfer-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T46-Transfer-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T46-Transfer-screen-partners-C.txt,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2046-Transfer-CPS2-CU-T46-PA-225ms-RAW.csv,2046-Transfer-CPS2-CU-T46-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2046-Transfer-CPS2-CU-T46-PA-225ms-FIXATIONS.csv,2046-Transfer-CPS2-CU-T46-PA-225ms-FIXATIONS.csv
CPS2-CU-T43-PD-ExpBlock2,CPS2-CU-T43-PD,yes,2043ExpBlock2,2043,20,43,CU,T43,ExpBlock2,T43ExpBlock2,PD,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T43-PD-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T43-PD-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T43-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T43-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T43-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T43-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2043-ExpBlock2-CPS2-CU-T43-PD-225ms-RAW.csv,2043-ExpBlock2-CPS2-CU-T43-PD-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2043-ExpBlock2-CPS2-CU-T43-PD-225ms-FIXATIONS.csv,2043-ExpBlock2-CPS2-CU-T43-PD-225ms-FIXATIONS.csv
CPS2-CU-T50-PA-Warmup,CPS2-CU-T50-PA,yes,2050Warmup,2050,20,50,CU,T50,Warmup,T50Warmup,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T50-PA-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T50-PA-Warmup-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2050-Warmup-CPS2-CU-T50-PA-225ms-RAW.csv,2050-Warmup-CPS2-CU-T50-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2050-Warmup-CPS2-CU-T50-PA-225ms-FIXATIONS.csv,2050-Warmup-CPS2-CU-T50-PA-225ms-FIXATIONS.csv
CPS2-CU-T45-PC-ExpBlock2,CPS2-CU-T45-PC,yes,2045ExpBlock2,2045,20,45,CU,T45,ExpBlock2,T45ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T45-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T45-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T45-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2045-ExpBlock2-CPS2-CU-T45-PC-225ms-RAW.csv,2045-ExpBlock2-CPS2-CU-T45-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2045-ExpBlock2-CPS2-CU-T45-PC-225ms-FIXATIONS.csv,2045-ExpBlock2-CPS2-CU-T45-PC-225ms-FIXATIONS.csv
CPS2-ASU-T36-PA-Warmup,CPS2-ASU-T36-PA,yes,1036Warmup,1036,10,36,ASU,T36,Warmup,T36Warmup,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T36-PA-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T36-PA-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T36-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T36-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T36-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T36-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1036-Warmup-CPS2-ASU-T36-PA-225ms-RAW.csv,1036-Warmup-CPS2-ASU-T36-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1036-Warmup-CPS2-ASU-T36-PA-225ms-FIXATIONS.csv,1036-Warmup-CPS2-ASU-T36-PA-225ms-FIXATIONS.csv
CPS2-ASU-T89-PC-Warmup,CPS2-ASU-T89-PC,yes,1089Warmup,1089,10,89,ASU,T89,Warmup,T89Warmup,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T89-PC-Warmup-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T89-PC-Warmup-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T89-Warmup-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T89-Warmup-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T89-Warmup-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T89-Warmup-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1089-Warmup-CPS2-ASU-T89-PC-225ms-RAW.csv,1089-Warmup-CPS2-ASU-T89-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1089-Warmup-CPS2-ASU-T89-PC-225ms-FIXATIONS.csv,1089-Warmup-CPS2-ASU-T89-PC-225ms-FIXATIONS.csv
CPS2-ASU-T35-PA-ExpBlock2,CPS2-ASU-T35-PA,yes,1035ExpBlock2,1035,10,35,ASU,T35,ExpBlock2,T35ExpBlock2,PA,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T35-PA-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T35-PA-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T35-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1035-ExpBlock2-CPS2-ASU-T35-PA-225ms-RAW.csv,1035-ExpBlock2-CPS2-ASU-T35-PA-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1035-ExpBlock2-CPS2-ASU-T35-PA-225ms-FIXATIONS.csv,1035-ExpBlock2-CPS2-ASU-T35-PA-225ms-FIXATIONS.csv
CPS2-ASU-T40-PB-ExpBlock1,CPS2-ASU-T40-PB,yes,1040ExpBlock1,1040,10,40,ASU,T40,ExpBlock1,T40ExpBlock1,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T40-PB-ExpBlock1-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T40-PB-ExpBlock1-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-ASU-T40-ExpBlock1-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1040-ExpBlock1-CPS2-ASU-T40-PB-225ms-RAW.csv,1040-ExpBlock1-CPS2-ASU-T40-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1040-ExpBlock1-CPS2-ASU-T40-PB-225ms-FIXATIONS.csv,1040-ExpBlock1-CPS2-ASU-T40-PB-225ms-FIXATIONS.csv
CPS2-CU-T66-PC-ExpBlock2,CPS2-CU-T66-PC,yes,2066ExpBlock2,2066,20,66,CU,T66,ExpBlock2,T66ExpBlock2,PC,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-CU-T66-PC-ExpBlock2-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-CU-T66-PC-ExpBlock2-fixations.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T66-ExpBlock2-screen-partners-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T66-ExpBlock2-screen-partners-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T66-ExpBlock2-screen-PP-C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/AOI Motion/CPS2-CU-T66-ExpBlock2-screen-PP-M.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2066-ExpBlock2-CPS2-CU-T66-PC-225ms-RAW.csv,2066-ExpBlock2-CPS2-CU-T66-PC-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/2066-ExpBlock2-CPS2-CU-T66-PC-225ms-FIXATIONS.csv,2066-ExpBlock2-CPS2-CU-T66-PC-225ms-FIXATIONS.csv
CPS2-ASU-T27-PB-Transfer,CPS2-ASU-T27-PB,yes,1027Transfer,1027,10,27,ASU,T27,Transfer,T27Transfer,PB,/Users/angelina/Dropbox (Emotive Computing)/CPS2/Processed Output/Gaze Raw/CPS2-ASU-T27-PB-Transfer-gazeLog4C.txt,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/Fixation Files/CPS2-ASU-T27-PB-Transfer-fixations.csv,,,,,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1027-Transfer-CPS2-ASU-T27-PB-225ms-RAW.csv,1027-Transfer-CPS2-ASU-T27-PB-225ms-RAW.csv,/Users/angelina/Dropbox (Emotive Computing)/CPS_Gaze_Fixations/RQA/Participant_Block_225ms_Time_Series/1027-Transfer-CPS2-ASU-T27-PB-225ms-FIXATIONS.csv,1027-Transfer-CPS2-ASU-T27-PB-225ms-FIXATIONS.csv
